nr.,xpix.,ypix.,xmm,ymm,powierzchniamm,dlugoscmm,szerokoscmm,kat,obwodmm,obwod_c.mm,srednica_fereta_hmm,srednica_fereta_vmm,sredn._martinamm,sredn._sitowamm,srednia_jaskrawosc,r,g,b,y,liczenie_obiektow_w,udzial_punktow,pole_obrazu_mm2
30,1201.5,377.5,120.2,37.8,0.43,0.87589245,0.6,124.87,2.28284271,4.6772477,0.7,0.5,0.9,0.7399277,163.0,125.7,176.7,190.6,163.0,2,5.9,7.3
31,1249.5,368.5,125.0,36.9,0.48,1.0,0.6,15.46,3.55563488,5.10539977,1.0,0.6,1.0,0.78176402,154.5,119.1,166.7,184.0,154.5,1,5.7,8.4
32,279.5,335.5,28.0,33.6,1.92,2.45338306,1.0,93.82,7.93137083,11.33509682,2.1,0.9,2.5,1.56352804,172.7,136.4,185.9,200.6,172.7,4,13.8,14.2
33,430.5,330.5,43.1,33.1,1.67,2.2,1.0,53.13,5.80416301,10.40974761,2.1,1.0,2.2,1.45818724,160.8,122.1,174.2,194.0,160.9,6,11.3,15.2
34,39.5,330.5,4.0,33.1,0.87,1.3,0.8,102.83,3.98994948,6.69118043,1.2,0.7,1.3,1.05248202,167.2,133.5,179.3,193.5,167.2,2,9.2,10.2
35,165.5,301.5,16.6,30.2,1.36,1.8,1.1,61.56,5.29705625,9.24381435,1.8,1.0,1.8,1.31590493,137.3,104.9,147.5,169.9,137.3,1,11.2,11.5
36,1123.5,297.5,112.4,29.8,0.95,1.4,0.8,37.77,4.1213203,7.04063244,1.4,0.8,1.4,1.09980797,164.1,125.7,177.6,195.6,164.1,1,9.2,10.2
37,15.5,254.5,1.6,25.5,0.69,1.2,0.8,56.63,4.80416301,6.34617584,1.2,0.7,1.2,0.93730213,163.8,129.8,176.2,189.1,163.8,1,7.3,9.0
38,339.5,244.5,34.0,24.5,0.58,1.06108818,0.7,76.53,2.76568542,5.59092418,1.0,0.5,1.1,0.85934797,153.8,120.4,165.5,181.6,153.9,1,6.4,8.9
39,396.5,229.5,39.7,23.0,0.93,1.30199127,0.9,43.37,3.58994946,6.97551849,1.1,0.9,1.3,1.08816946,173.4,138.5,186.4,198.3,173.4,2,9.5,10.2
40,1092.5,229.5,109.2,23.0,0.09,0.58202009,0.3,27.77,1.53137083,2.84223497,0.6,0.2,0.6,0.33851375,103.8,83.4,111.0,120.2,103.8,1,1.4,6.2
41,452.5,181.5,45.2,18.2,0.7,1.2,0.8,75.28,4.01421354,6.34617584,1.1,0.7,1.2,0.94406974,153.2,119.7,165.4,179.0,153.3,1,7.7,8.9
42,1203.5,167.5,120.4,16.8,1.64,2.06081638,1.0,108.76,6.8384776,9.90683175,2.1,1.0,2.1,1.4450304,166.8,126.1,180.7,202.3,166.8,2,12.2,13.5
43,995.5,163.5,99.6,16.4,1.3,2.81776428,1.0,63.54,5.55563488,12.68385229,2.1,0.9,2.8,1.2865502,158.6,117.6,172.0,197.1,158.6,2,9.8,13.5
44,133.5,154.5,13.4,15.5,0.88,1.56293154,1.0,108.68,3.98994948,8.14909332,1.1,0.9,1.6,1.05851349,155.1,119.6,167.5,185.0,155.1,2,8.4,10.9
45,211.5,96.5,21.2,9.7,0.7,1.18549929,0.7,36.16,3.07279217,6.02206849,1.1,0.7,1.2,0.94406974,148.7,112.0,161.6,179.2,148.8,1,7.7,9.0
46,188.5,87.5,18.9,8.8,0.5,0.8,0.7,33.53,2.44852812,4.71762642,0.7,0.7,0.8,0.79788456,147.1,114.0,159.3,170.7,147.1,1,6.1,7.8
47,31.5,77.5,3.2,7.8,1.16,1.5,1.0,98.63,5.57989895,7.93271979,1.5,0.9,1.5,1.21530156,169.3,138.1,180.8,191.9,169.3,3,10.4,11.5
48,863.5,78.5,86.4,7.9,0.25,0.61208019,0.5,48.57,1.98994948,3.50258041,0.6,0.5,0.6,0.56418958,152.8,121.4,163.8,178.5,152.8,1,4.0,6.3
49,760.5,71.5,76.0,7.2,0.46,0.86227674,0.6,34.42,2.33137083,4.63089983,0.8,0.6,0.9,0.76530399,162.1,127.5,175.2,185.0,162.1,1,5.6,7.8
50,867.5,63.5,86.8,6.4,0.54,0.9,0.8,138.72,2.70710677,5.3453285,0.7,0.7,0.9,0.82918596,168.6,131.7,181.9,196.6,168.5,4,8.5,8.4
51,65.5,56.5,6.6,5.7,0.75,1.1,0.9,63.81,3.18994948,6.29890311,0.9,0.9,1.1,0.97720502,168.0,136.0,179.8,190.4,167.9,1,7.5,9.6
52,427.5,39.5,42.8,4.0,1.62,1.9,1.3,155.18,7.36984843,10.14164966,1.7,1.3,1.9,1.43619221,166.6,130.8,179.3,195.1,166.6,1,12.0,13.0
53,1063.5,44.5,106.4,4.5,0.39,0.81269855,0.5,104.41,2.10710677,4.18267742,0.7,0.5,0.8,0.70467256,137.8,107.7,147.7,164.9,137.7,1,5.1,7.3
54,190.5,35.5,19.1,3.6,1.47,1.6,1.1,87.82,6.09705623,8.55517944,1.5,1.1,1.6,1.36808703,175.0,145.2,185.6,199.0,175.0,1,11.5,12.2
55,460.5,15.5,46.1,1.6,0.61,1.2,0.7,66.19,3.52132031,6.07282316,1.2,0.6,1.2,0.8812923,162.9,130.6,174.6,187.5,162.9,2,7.2,8.9
56,1087.5,14.5,108.8,1.5,0.67,1.2,0.8,106.77,4.41421354,6.34617584,1.1,0.7,1.2,0.92361815,151.7,118.1,162.3,184.9,151.7,1,7.4,8.9
57,559.5,11.5,56.0,1.2,0.17,0.52001939,0.3,11.91,1.30710677,2.62274409,0.4,0.4,0.5,0.46524265,127.9,102.9,136.5,149.0,127.9,1,2.6,5.8
58,580.5,11.5,58.1,1.2,0.43,0.8,0.6,101.47,2.44852812,4.42069843,0.8,0.5,0.8,0.7399277,168.3,135.6,180.3,191.9,168.3,2,6.3,7.1
