																																																																																																																				
																																																																																																																				
		Pp	D	S	Pp	D	S	Pp	D	S	Pw	R	D	S	Pw	R	Dk	Sk	Ob	D/S						Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob									Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob									S	Pw	Dk	Sk	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob	Dk	Sk	Ob																	
314	895.5	0.478747204	1.140939597	0.201342282	0.102908277	0.402684564	0.067114094	0.102908277	0.402684564	0.067114094	0.026057385	0.253209804	0.469798658	0.134228188	0.059186523	0.413380872	0.469798658	0.134228188	0.006011782	3.5																																																												0	0																																			
1040	789	0.357941834	0.872483221	0.604026846	0.299776286	0.805369128	0.33557047	0.299776286	0.805369128	0.33557047	0.246047475	0.82077031	0.872483221	0.805369128	0.563217873	0.968301497	0.872483221	0.805369128	0.307550086	1.083333333																																																												0	0																																			
604.5	424.5	0.541387025	1.006711409	0.67114094	1.091722595	2.483221477	0.536912752	1.091722595	2.483221477	0.536912752	1.271294086	1.164484542	0.402684564	0.33557047	0.110918427	1.032927852	0.402684564	0.33557047	0.025708276	1.2																																																												0	0																																			
436	339	0.15212528	0.469798658	0.33557047	0.228187919	0.738255034	0.469798658	0.228187919	0.738255034	0.469798658	0.299378406	1.31198184	0.604026846	0.134228188	0.07720373	0.359479866	0.604026846	0.134228188	0.007910239	4.5																																																												0	0																																			
18	564	0.438478747	1.006711409	0.469798658	0.134228188	0.469798658	0.33557047	0.134228188	0.469798658	0.33557047	0.133439935	0.994127517	0.939597315	0.402684564	0.343498041	0.825503356	0.939597315	0.402684564	0.102516695	2.333333333																																																												0	0																																			
1167.5	731.5	0.402684564	0.805369128	0.604026846	0.375838926	0.738255034	0.201342282	0.375838926	0.738255034	0.201342282	0.139926129	0.372303452	0.604026846	0.134228188	0.07720373	0.375109425	0.604026846	0.134228188	0.007910239	4.5																																																												0	0																																			
379	292.5	0.402684564	0.939597315	0.201342282	0.326621924	0.805369128	0.536912752	0.326621924	0.805369128	0.536912752	0.370433764	1.134136251	0.805369128	0.33557047	0.246047475	0.808700158	0.805369128	0.33557047	0.061304351	2.4																																																												0	0																																			
131	170	0.304250559	0.67114094	0.604026846	0.250559284	0.67114094	0.536912752	0.250559284	0.67114094	0.536912752	0.298364939	1.190795781	1.073825503	0.402684564	0.39754966	0.838229707	1.073825503	0.402684564	0.119602811	2.666666667																																																												0	0																																			
1271	135.5	0.192393736	0.738255034	0.33557047	0.125279642	0.469798658	0.402684564	0.125279642	0.469798658	0.402684564	0.154317373	1.231783317	0.469798658	0.469798658	0.173257961	0.860514541	0.469798658	0.469798658	0.054264238	1																																																												0	0																																			
727.5	144	0.666666667	1.140939597	0.604026846	0.147651007	0.469798658	0.33557047	0.147651007	0.469798658	0.33557047	0.133439935	0.903752288	0.805369128	0.268456376	0.20071168	0.669538215	0.805369128	0.268456376	0.040500423	3																																																												0	0																																			
69.5	177.5	0.134228188	0.469798658	0.33557047	0.41163311	0.872483221	0.134228188	0.41163311	0.872483221	0.134228188	0.113238142	0.275094835	0.536912752	0.469798658	0.204788073	1.089765101	0.536912752	0.469798658	0.06589229	1.142857143																																																												0	0																																			
1109	951.5	0.18344519	0.469798658	0.469798658	0.348993289	0.872483221	0.536912752	0.348993289	0.872483221	0.536912752	0.406468177	1.164687661	1.006711409	0.402684564	0.37052385	0.788686481	1.006711409	0.402684564	0.111059753	2.5																																																												0	0																																			
1208.5	327.5	0.675615213	1.275167785	0.536912752	0.170022371	0.469798658	0.469798658	0.170022371	0.469798658	0.469798658	0.173257961	1.019030378	1.006711409	0.33557047	0.313611999	0.761872629	1.006711409	0.33557047	0.079102388	3																																																												0	0																																			
372	107.5	0.134228188	0.536912752	0.134228188	0.219239374	0.604026846	0.402684564	0.219239374	0.604026846	0.402684564	0.208368992	0.950417751	0.939597315	0.469798658	0.39396874	0.989348465	0.939597315	0.469798658	0.135660596	2																																																												0	0																																			
857.5	169.5	0.299776286	0.67114094	0.536912752	0.286353468	0.604026846	0.201342282	0.286353468	0.604026846	0.201342282	0.11290032	0.394269086	0.536912752	0.469798658	0.204788073	1.116344737	0.536912752	0.469798658	0.06589229	1.142857143																																																												0	0																																			
40.5	119	0.313199105	0.738255034	0.67114094	0.407158837	1.006711409	0.33557047	0.407158837	1.006711409	0.33557047	0.313611999	0.770244856	0.67114094	0.201342282	0.126413225	0.543333764	0.67114094	0.201342282	0.01922188	3.333333333																																																												0	0																																			
507.5	212	0.116331096	0.469798658	0.33557047	0.268456376	0.738255034	0.134228188	0.268456376	0.738255034	0.134228188	0.095220936	0.354697987	0.939597315	0.604026846	0.48909959	1.051093831	0.939597315	0.604026846	0.211440684	1.555555556																																																												0	0																																			
1264.5	623.5	0.33557047	0.805369128	0.604026846	0.331096197	0.738255034	0.67114094	0.331096197	0.738255034	0.67114094	0.398630692	1.203972429	0.536912752	0.33557047	0.155961443	0.82993768	0.536912752	0.33557047	0.037573634	1.6																																																												0	0																																			
1142.5	424	0.129753915	0.469798658	0.33557047	0.29082774	0.67114094	0.469798658	0.29082774	0.67114094	0.469798658	0.267848295	0.920986061	1.073825503	0.805369128	0.725372731	1.102862622	1.073825503	0.805369128	0.410066782	1.333333333																																																												0	0																																			
487.5	240	0.88590604	1.543624161	0.67114094	0.241610738	0.604026846	0.402684564	0.241610738	0.604026846	0.402684564	0.208368992	0.862416107	0.805369128	0.33557047	0.246047475	0.87288271	0.805369128	0.33557047	0.061304351	2.4																																																												0	0																																			
657	417	1.181208054	1.946308725	0.805369128	0.666666667	1.275167785	0.536912752	0.666666667	1.275167785	0.536912752	0.622674654	0.934011981	0.536912752	0.067114094	0.035065988	0.182261589	0.536912752	0.067114094	0.001819355	8																																																												0	0																																			
738	231	1.1901566	2.080536913	0.805369128	0.165548098	0.469798658	0.469798658	0.165548098	0.469798658	0.469798658	0.173257961	1.04657174	0.738255034	0.469798658	0.299378406	1.134085997	0.738255034	0.469798658	0.100776443	1.571428571																																																												0	0																																			
671.5	350.5	0.134228188	0.469798658	0.33557047	0.36689038	0.738255034	0.67114094	0.36689038	0.738255034	0.67114094	0.398630692	1.086511704	0.604026846	0.067114094	0.03957029	0.226768198	0.604026846	0.067114094	0.002056662	9																																																												0	0																																			
1268	641.5	0.36689038	0.872483221	0.536912752	0.210290828	0.604026846	0.268456376	0.210290828	0.604026846	0.268456376	0.14666006	0.697415393	0.469798658	0.402684564	0.154317373	1.045149481	0.469798658	0.402684564	0.04271529	1.166666667																																																												0	0																																			
451.5	5	0.380313199	0	0	0.196868009	0.536912752	0.469798658	0.196868009	0.536912752	0.469798658	0.204788073	1.040230323	0.469798658	0.268456376	0.110625647	0.950955085	0.469798658	0.268456376	0.02151585	1.75																																																												0	0																																			
1017.5	762	0.102908277	0.402684564	0.067114094	0.317673378	0.738255034	0.536912752	0.317673378	0.738255034	0.536912752	0.334399351	1.052651479	0.469798658	0.33557047	0.133439935	1.147070212	0.469798658	0.33557047	0.031640955	1.4																																																												0	0																																			
162	557.5	0.299776286	0.805369128	0.33557047	1.011185682	1.744966443	0.738255034	1.011185682	1.744966443	0.738255034	1.171050854	1.158096751	1.208053691	0.201342282	0.234516463	0.323545861	1.208053691	0.201342282	0.036307996	6																																																												0	0																																			
		0	0	0	0.322147651	0.872483221	0.469798658	0.322147651	0.872483221	0.469798658	0.362438629	1.125069911	1.275167785	0.469798658	0.551619296	0.747193411	1.275167785	0.469798658	0.193800852	2.714285714																																																												0	0																																			
		0	0	0	0.662192394	1.208053691	0.604026846	0.662192394	1.208053691	0.604026846	0.651254448	0.983482224	1.140939597	0.604026846	0.610715734	0.996313624	1.140939597	0.604026846	0.269106325	1.888888889																																																												0	0																																			
		0	0	0	0.250559284	0.67114094	0.536912752	0.250559284	0.67114094	0.536912752	0.298364939	1.190795781	0.604026846	0.134228188	0.07720373	0.345100671	0.604026846	0.134228188	0.007910239	4.5																																																												0	0																																			
udzia³ punktów	pole obrazu(mm?)	0	0	0	0.416107383	1.073825503	0.469798658	0.416107383	1.073825503	0.469798658	0.457028963	1.098343797	1.342281879	1.006711409	1.133394892	1.033933708	1.342281879	1.006711409	0.800911683	1.333333333																																																												0	0																																			
53	100	0	0	0	0.451901566	1.006711409	0.469798658	0.451901566	1.006711409	0.469798658	0.425498851	0.941574191	0.872483221	0.536912752	0.406468177	1.179813475	0.872483221	0.536912752	0.156939139	1.625																																																												0	0																																			
x(pix.):	y(pix.):	#ARG!	#ARG!	#ARG!	0.192393736	0.536912752	0.536912752	0.192393736	0.536912752	0.536912752	0.226296113	1.176213516	0.469798658	0.33557047	0.133439935	0.828439597	0.469798658	0.33557047	0.031640955	1.4																																																												0	0																																			
271.5	532.5	1.091722595	2.483221477	0.536912752	0.438478747	0.872483221	0.268456376	0.438478747	0.872483221	0.268456376	0.218728886	0.498835776	0.469798658	0.469798658	0.173257961	0.968078859	0.469798658	0.469798658	0.054264238	1																																																												0	0																																			
1226.5	424.5	0.228187919	0.738255034	0.469798658	0.384787472	0.738255034	0.67114094	0.384787472	0.738255034	0.67114094	0.398630692	1.035976276	0.469798658	0.268456376	0.110625647	0.74923734	0.469798658	0.268456376	0.02151585	1.75																																																												0	0																																			
1184	687.5	0.134228188	0.469798658	0.33557047	0.536912752	1.140939597	0.469798658	0.536912752	1.140939597	0.469798658	0.488559074	0.909941275	0.469798658	0.33557047	0.133439935	0.8521093	0.469798658	0.33557047	0.031640955	1.4																																																												0	0																																			
796	776	0.375838926	0.738255034	0.201342282	0.174496644	0.536912752	0.268456376	0.174496644	0.536912752	0.268456376	0.128642854	0.737222509	0.469798658	0.469798658	0.173257961	1.04657174	0.469798658	0.469798658	0.054264238	1																																																												0	0																																			
100	572	0.326621924	0.805369128	0.536912752	0.791946309	1.409395973	0.738255034	0.791946309	1.409395973	0.738255034	0.923314265	1.165879877	0.604026846	0.134228188	0.07720373	0.352143542	0.604026846	0.134228188	0.007910239	4.5																																																												0	0																																			
797.5	617	0.250559284	0.67114094	0.536912752	0.129753915	0.536912752	0.33557047	0.129753915	0.536912752	0.33557047	0.155961443	1.201978709	0.67114094	0.402684564	0.235394802	0.956558877	0.67114094	0.402684564	0.068344464	1.666666667																																																												0	0																																			
264	769.5	0.125279642	0.469798658	0.402684564	0.102908277	0.33557047	0.33557047	0.102908277	0.33557047	0.33557047	0.088396919	0.858987453	0.469798658	0.469798658	0.173257961	1.04657174	0.469798658	0.469798658	0.054264238	1																																																												0	0																																			
593	948	0.147651007	0.469798658	0.33557047	0.219239374	0.604026846	0.268456376	0.219239374	0.604026846	0.268456376	0.14666006	0.668949459	0.469798658	0.268456376	0.110625647	0.706423778	0.469798658	0.268456376	0.02151585	1.75																																																												0	0																																			
978.5	124	0.41163311	0.872483221	0.134228188	0.948545861	1.610738255	0.402684564	0.948545861	1.610738255	0.402684564	0.613756137	0.647049512	0.604026846	0.536912752	0.262330526	0.945659234	0.604026846	0.536912752	0.096188504	1.125																																																												0	0																																			
186	856	0.348993289	0.872483221	0.536912752	0.425055928	0.939597315	0.738255034	0.425055928	0.939597315	0.738255034	0.576483041	1.356252208	0.67114094	0.536912752	0.298364939	1.169904627	0.67114094	0.536912752	0.111376163	1.25																																																												0	0																																			
489	846.5	0.170022371	0.469798658	0.469798658	0.143176734	0.604026846	0.402684564	0.143176734	0.604026846	0.402684564	0.208368992	1.455327181	0.738255034	0.536912752	0.334399351	0.922694507	0.738255034	0.536912752	0.126563821	1.375																																																												0	0																																			
136.5	564	0.219239374	0.604026846	0.402684564	0.997762864	1.744966443	0.67114094	0.997762864	1.744966443	0.67114094	1.074275934	1.076684624	0.67114094	0.402684564	0.235394802	0.922995408	0.67114094	0.402684564	0.068344464	1.666666667																																																												0	0																																			
75	577.5	0.286353468	0.604026846	0.201342282	1.825503356	2.684563758	0.738255034	1.825503356	2.684563758	0.738255034	1.864713301	1.021478977	0.805369128	0.201342282	0.153439034	0.504318002	0.805369128	0.201342282	0.023493409	4																																																												0	0																																			
1242	467	0.407158837	1.006711409	0.33557047	0.143176734	0.469798658	0.402684564	0.143176734	0.469798658	0.402684564	0.154317373	1.077810403	0.469798658	0.402684564	0.154317373	0.862248322	0.469798658	0.402684564	0.04271529	1.166666667																																																												0	0																																			
996.5	673	0.268456376	0.738255034	0.134228188	0.823266219	1.409395973	0.738255034	0.823266219	1.409395973	0.738255034	0.923314265	1.121525751	0.738255034	0.469798658	0.299378406	1.013804149	0.738255034	0.469798658	0.100776443	1.571428571																																																												0	0																																			
224.5	11	0.331096197	0.738255034	0.67114094	0.10738255	0.402684564	0.268456376	0.10738255	0.402684564	0.268456376	0.092608441	0.862416107	1.006711409	0.268456376	0.254763299	0.612253735	1.006711409	0.268456376	0.051891167	3.75																																																												0	0																																			
186	491.5	0.29082774	0.67114094	0.469798658	0.138702461	0.469798658	0.469798658	0.138702461	0.469798658	0.469798658	0.173257961	1.249134012	0.604026846	0.268456376	0.14666006	0.762291244	0.604026846	0.268456376	0.029109679	2.25																																																												0	0																																			
592	418	0.241610738	0.604026846	0.402684564	0.178970917	0.536912752	0.33557047	0.178970917	0.536912752	0.33557047	0.155961443	0.871434564	0.67114094	0.536912752	0.298364939	0.889127517	0.67114094	0.536912752	0.111376163	1.25																																																												0	0																																			
936	389	0.666666667	1.275167785	0.536912752	0.125279642	0.469798658	0.33557047	0.125279642	0.469798658	0.33557047	0.133439935	1.065136625	0.738255034	0.33557047	0.223525967	0.724029764	0.738255034	0.33557047	0.055371672	2.2																																																												0	0																																			
53	807.5	0.165548098	0.469798658	0.469798658	0.192393736	0.536912752	0.402684564	0.192393736	0.536912752	0.402684564	0.181343183	0.942562822	1.006711409	0.33557047	0.313611999	0.887244074	1.006711409	0.33557047	0.079102388	3																																																												0	0																																			
1170.5	591.5	0.36689038	0.738255034	0.67114094	0.10738255	0.402684564	0.33557047	0.10738255	0.402684564	0.33557047	0.110918427	1.032927852	0.536912752	0.469798658	0.204788073	0.995002918	0.536912752	0.469798658	0.06589229	1.142857143																																																												0	0																																			
453	150.5	0.210290828	0.604026846	0.268456376	0.178970917	0.469798658	0.469798658	0.178970917	0.469798658	0.469798658	0.173257961	0.968078859	1.140939597	0.536912752	0.550605829	1.194761191	1.140939597	0.536912752	0.217689773	2.125																																																												0	0																																			
334.5	343	0.196868009	0.536912752	0.469798658	0.192393736	0.536912752	0.067114094	0.192393736	0.536912752	0.067114094	0.035065988	0.182261589	1.006711409	0.33557047	0.313611999	0.737813493	1.006711409	0.33557047	0.079102388	3																																																												0	0																																			
254.5	479.5	0.317673378	0.738255034	0.536912752	0.492170022	0.872483221	0.738255034	0.492170022	0.872483221	0.738255034	0.526935724	1.070637584	0.738255034	0.268456376	0.182694473	0.537265984	0.738255034	0.268456376	0.036703508	2.75																																																												0	0																																			
164	260	1.011185682	1.744966443	0.738255034	0.165548098	0.469798658	0.469798658	0.165548098	0.469798658	0.469798658	0.173257961	1.04657174	1.006711409	0.67114094	0.578802757	0.995095509	1.006711409	0.67114094	0.276858359	1.5																																																												0	0																																			
744	57	0.322147651	0.872483221	0.469798658	0.420581655	0.805369128	0.67114094	0.420581655	0.805369128	0.67114094	0.443673708	1.054905041	0.939597315	0.134228188	0.122246746	0.374275995	0.939597315	0.134228188	0.012656382	7																																																												0	0																																			
830.5	249.5	0.662192394	1.208053691	0.604026846	0.143176734	0.469798658	0.134228188	0.143176734	0.469798658	0.134228188	0.059186523	0.413380872	0.738255034	0.604026846	0.367483447	1.156796484	0.738255034	0.604026846	0.153775043	1.222222222																																																												0	0																																			
670.5	213	0.250559284	0.67114094	0.536912752	0.581655481	0.872483221	0.805369128	0.581655481	0.872483221	0.805369128	0.563217873	0.968301497	0.738255034	0.536912752	0.334399351	1.052651479	0.738255034	0.536912752	0.126563821	1.375																																																												0	0																																			
469	602.5	0.416107383	1.073825503	0.469798658	0.143176734	0.536912752	0.402684564	0.143176734	0.536912752	0.402684564	0.181343183	1.266568792	0.469798658	0.402684564	0.154317373	1.077810403	0.469798658	0.402684564	0.04271529	1.166666667																																																												0	0																																			
1075.5	590.5	0.451901566	1.006711409	0.469798658	0.237136465	0.738255034	0.469798658	0.237136465	0.738255034	0.469798658	0.299378406	1.262473091	0.33557047	0.33557047	0.088396919	0.858987453	0.33557047	0.33557047	0.019775597	1																																																												0	0																																			
779	357.5	0.192393736	0.536912752	0.536912752	0.10738255	0.402684564	0.33557047	0.10738255	0.402684564	0.33557047	0.110918427	1.032927852	1.073825503	0.201342282	0.207490654	0.558724832	1.073825503	0.201342282	0.032036467	5.333333333																																																												0	0																																			
945.5	179.5	0.438478747	0.872483221	0.268456376	0.214765101	0.604026846	0.134228188	0.214765101	0.604026846	0.134228188	0.07720373	0.359479866	0.469798658	0.536912752	0.1902617	1.063087248	0.469798658	0.536912752	0.065813187	0.875																																																												0	0																																			
223.5	195	0.384787472	0.738255034	0.67114094	0.416107383	0.939597315	0.402684564	0.416107383	0.939597315	0.402684564	0.343498041	0.825503356	0.536912752	0.33557047	0.155961443	0.94209142	0.536912752	0.33557047	0.037573634	1.6																																																												0	0																																			
153.5	398.5	0.536912752	1.140939597	0.469798658	0.205816555	0.604026846	0.134228188	0.205816555	0.604026846	0.134228188	0.07720373	0.375109425	1.140939597	0.536912752	0.550605829	1.025503356	1.140939597	0.536912752	0.217689773	2.125																																																												0	0																																			
461	421.5	0.174496644	0.536912752	0.268456376	0.304250559	0.805369128	0.33557047	0.304250559	0.805369128	0.33557047	0.246047475	0.808700158	1.812080537	0.67114094	1.11931895	1.185629314	1.812080537	0.67114094	0.561626958	2.7																																																												0	0																																			
1171.5	299.5	0.791946309	1.409395973	0.738255034	0.474272931	1.073825503	0.402684564	0.474272931	1.073825503	0.402684564	0.39754966	0.838229707	0.536912752	0.469798658	0.204788073	1.089765101	0.536912752	0.469798658	0.06589229	1.142857143																																																												0	0																																			
437.5	611.5	0.129753915	0.536912752	0.33557047	0.201342282	0.469798658	0.469798658	0.201342282	0.469798658	0.469798658	0.173257961	0.860514541	0.469798658	0.067114094	0.030561686	0.525425916	0.469798658	0.067114094	0.001582048	7																																																												0	0																																			
1012	65.5	0.102908277	0.33557047	0.33557047	0.187919463	0.536912752	0.536912752	0.187919463	0.536912752	0.536912752	0.226296113	1.2042186	0.536912752	0.33557047	0.155961443	0.917299541	0.536912752	0.33557047	0.037573634	1.6																																																												0	0																																			
1092.5	22.5	0.219239374	0.604026846	0.268456376	0.581655481	1.208053691	0.738255034	0.581655481	1.208053691	0.738255034	0.774672312	1.331840475	0.469798658	0.469798658	0.173257961	1.019030378	0.469798658	0.469798658	0.054264238	1																																																												0	0																																			
59.5	720.5	0.948545861	1.610738255	0.402684564	0.299776286	0.805369128	0.268456376	0.299776286	0.805369128	0.268456376	0.20071168	0.669538215	0.536912752	0.067114094	0.035065988	0.559803452	0.536912752	0.067114094	0.001819355	8																																																												0	0																																			
1096.5	42	0.425055928	0.939597315	0.738255034	0.187919463	0.536912752	0.469798658	0.187919463	0.536912752	0.469798658	0.204788073	1.089765101	0.536912752	0.402684564	0.181343183	1.039235932	0.536912752	0.402684564	0.051258348	1.333333333																																																												0	0																																			
260	725	0.143176734	0.604026846	0.402684564	0.469798658	1.006711409	0.402684564	0.469798658	1.006711409	0.402684564	0.37052385	0.788686481	0.67114094	0.469798658	0.267848295	1.151232576	0.67114094	0.469798658	0.089148392	1.428571429																																																												0	0																																			
619	351	0.997762864	1.744966443	0.67114094	0.41163311	1.006711409	0.33557047	0.41163311	1.006711409	0.33557047	0.313611999	0.761872629	0.402684564	0.33557047	0.110918427	1.032927852	0.402684564	0.33557047	0.025708276	1.2																																																												0	0																																			
289	466.5	1.825503356	2.684563758	0.738255034	0.398210291	0.939597315	0.469798658	0.398210291	0.939597315	0.469798658	0.39396874	0.989348465	0.872483221	0.469798658	0.362438629	1.065855705	0.872483221	0.469798658	0.124032545	1.857142857																																																												0	0																																			
902.5	363.5	0.143176734	0.469798658	0.402684564	0.18344519	0.536912752	0.469798658	0.18344519	0.536912752	0.469798658	0.204788073	1.116344737	0.604026846	0.402684564	0.208368992	0.846735815	0.604026846	0.402684564	0.059801406	1.5																																																												0	0																																			
871	821.5	0.823266219	1.409395973	0.738255034	0.232662192	0.67114094	0.201342282	0.232662192	0.67114094	0.201342282	0.126413225	0.543333764	0.67114094	0.33557047	0.201004459	0.761432147	0.67114094	0.33557047	0.049438993	2																																																												0	0																																			
828.5	888	0.10738255	0.402684564	0.268456376	0.465324385	0.939597315	0.604026846	0.465324385	0.939597315	0.604026846	0.48909959	1.051093831	0.604026846	0.536912752	0.262330526	1.196548418	0.604026846	0.536912752	0.096188504	1.125																																																												0	0																																			
1166.5	558.5	0.138702461	0.469798658	0.469798658	0.187919463	0.536912752	0.33557047	0.187919463	0.536912752	0.33557047	0.155961443	0.82993768	0.805369128	0.536912752	0.370433764	1.061435209	0.805369128	0.536912752	0.14175148	1.5																																																												0	0																																			
874	436	0.178970917	0.536912752	0.33557047	0.657718121	1.073825503	0.805369128	0.657718121	1.073825503	0.805369128	0.725372731	1.102862622	0.604026846	0.134228188	0.07720373	0.367128374	0.604026846	0.134228188	0.007910239	4.5																																																												0	0																																			
1211	842	0.125279642	0.469798658	0.33557047	0.281879195	0.805369128	0.33557047	0.281879195	0.805369128	0.33557047	0.246047475	0.87288271	1.140939597	0.67114094	0.668888789	1.075515427	1.140939597	0.67114094	0.324319793	1.7																																																												0	0																																			
261.5	822	0.192393736	0.536912752	0.402684564	0.192393736	0.536912752	0.067114094	0.192393736	0.536912752	0.067114094	0.035065988	0.182261589	0.604026846	0.536912752	0.262330526	1.085756898	0.604026846	0.536912752	0.096188504	1.125																																																												0	0																																			
1191.5	405.5	0.10738255	0.402684564	0.33557047	0.263982103	0.738255034	0.469798658	0.263982103	0.738255034	0.469798658	0.299378406	1.134085997	0.872483221	0.536912752	0.406468177	0.99830371	0.872483221	0.536912752	0.156939139	1.625																																																												0	0																																			
686.5	436	0.178970917	0.469798658	0.469798658	0.174496644	0.604026846	0.067114094	0.174496644	0.604026846	0.067114094	0.03957029	0.226768198	0.872483221	0.536912752	0.406468177	1.020737501	0.872483221	0.536912752	0.156939139	1.625																																																												0	0																																			
		0	0	0	0.147651007	0.469798658	0.402684564	0.147651007	0.469798658	0.402684564	0.154317373	1.045149481	0.872483221	0.604026846	0.448560876	0.982876036	0.872483221	0.604026846	0.192218804	1.444444444																																																												0	0																																			
		0	0	0	0.170022371	0.536912752	0.469798658	0.170022371	0.536912752	0.469798658	0.204788073	1.204477217	0.872483221	0.67114094	0.488716724	1.187262912	0.872483221	0.67114094	0.229396926	1.3																																																												0	0																																			
		0	0	0	0.116331096	0.469798658	0.268456376	0.116331096	0.469798658	0.268456376	0.110625647	0.950955085	0.536912752	0.268456376	0.128642854	0.684563758	0.536912752	0.268456376	0.025312764	2																																																												0	0																																			
udzia³ punktów	pole obrazu(mm?)	0	0	0	0.192393736	0.738255034	0.469798658	0.192393736	0.738255034	0.469798658	0.299378406	1.556071484	0.67114094	0.469798658	0.267848295	0.965549903	0.67114094	0.469798658	0.089148392	1.428571429																																																												0	0																																			
47	100	0	0	0	0.116331096	0.469798658	0.33557047	0.116331096	0.469798658	0.33557047	0.133439935	1.147070212	1.073825503	0.536912752	0.514571416	1.197986577	1.073825503	0.536912752	0.202502114	2																																																												0	0																																			
x(pix.):	y(pix.):	#ARG!	#ARG!	#ARG!	0.724832215	1.208053691	0.201342282	0.724832215	1.208053691	0.201342282	0.234516463	0.323545861	0.604026846	0.134228188	0.07720373	0.345100671	0.604026846	0.134228188	0.007910239	4.5																																																												0	0																																			
954	456.5	0.192393736	0.536912752	0.067114094	0.738255034	1.275167785	0.469798658	0.738255034	1.275167785	0.469798658	0.551619296	0.747193411	1.073825503	0.33557047	0.336133507	0.556487696	1.073825503	0.33557047	0.085035068	3.2																																																												0	0																																			
1246	260.5	0.492170022	0.872483221	0.738255034	0.612975391	1.140939597	0.604026846	0.612975391	1.140939597	0.604026846	0.610715734	0.996313624	0.604026846	0.402684564	0.208368992	1.034899329	0.604026846	0.402684564	0.059801406	1.5																																																												0	0																																			
1215.5	603.5	0.165548098	0.469798658	0.469798658	0.223713647	0.604026846	0.134228188	0.223713647	0.604026846	0.134228188	0.07720373	0.345100671	1.140939597	0.67114094	0.668888789	1.060259889	1.140939597	0.67114094	0.324319793	1.7																																																												0	0																																			
597	301.5	0.420581655	0.805369128	0.67114094	1.096196868	1.342281879	1.006711409	1.096196868	1.342281879	1.006711409	1.133394892	1.033933708	0.872483221	0.536912752	0.406468177	1.14994478	0.872483221	0.536912752	0.156939139	1.625																																																												0	0																																			
553.5	400.5	0.143176734	0.469798658	0.134228188	0.344519016	0.872483221	0.536912752	0.344519016	0.872483221	0.536912752	0.406468177	1.179813475	1.610738255	0.604026846	0.894486735	1.030504048	1.610738255	0.604026846	0.403659488	2.666666667																																																												0	0																																			
475.5	397	0.581655481	0.872483221	0.805369128	0.161073826	0.469798658	0.33557047	0.161073826	0.469798658	0.33557047	0.133439935	0.828439597	0.939597315	0.738255034	0.576483041	1.120382259	0.939597315	0.738255034	0.296713059	1.272727273																																																												0	0																																			
1039	440	0.143176734	0.536912752	0.402684564	0.178970917	0.469798658	0.469798658	0.178970917	0.469798658	0.469798658	0.173257961	0.968078859	0.872483221	0.134228188	0.113238142	0.308642986	0.872483221	0.134228188	0.011707153	6.5																																																												0	0																																			
1116	720.5	0.237136465	0.738255034	0.469798658	0.147651007	0.469798658	0.268456376	0.147651007	0.469798658	0.268456376	0.110625647	0.74923734	0.604026846	0.134228188	0.07720373	0.352143542	0.604026846	0.134228188	0.007910239	4.5																																																												0	0																																			
39.5	137.5	0.10738255	0.402684564	0.33557047	0.456375839	0.939597315	0.738255034	0.456375839	0.939597315	0.738255034	0.576483041	1.263176076	0.604026846	0.201342282	0.11290032	0.536877053	0.604026846	0.201342282	0.017086116	3																																																												0	0																																			
274.5	419	0.214765101	0.604026846	0.134228188	0.156599553	0.469798658	0.33557047	0.156599553	0.469798658	0.33557047	0.133439935	0.8521093	0.469798658	0.33557047	0.133439935	1.10458613	0.469798658	0.33557047	0.031640955	1.4																																																												0	0																																			
805.5	202	0.416107383	0.939597315	0.402684564	0.187919463	0.604026846	0.469798658	0.187919463	0.604026846	0.469798658	0.236318184	1.257550336	1.275167785	0.604026846	0.691793162	1.120404144	1.275167785	0.604026846	0.307550086	2.111111111																																																												0	0																																			
1263.5	70.5	0.205816555	0.604026846	0.134228188	0.165548098	0.469798658	0.469798658	0.165548098	0.469798658	0.469798658	0.173257961	1.04657174	1.208053691	0.067114094	0.080109004	0.16733049	1.208053691	0.067114094	0.004192427	18																																																												0	0																																			
73	716.5	0.304250559	0.805369128	0.33557047	0.219239374	0.604026846	0.134228188	0.219239374	0.604026846	0.134228188	0.07720373	0.352143542	1.543624161	0.738255034	1.0224089	0.997853228	1.543624161	0.738255034	0.555140562	2.090909091																																																												0	0																																			
457.5	761.5	0.474272931	1.073825503	0.402684564	0.246085011	0.67114094	0.402684564	0.246085011	0.67114094	0.402684564	0.235394802	0.956558877	0.536912752	0.402684564	0.181343183	1.125838926	0.536912752	0.402684564	0.051258348	1.333333333																																																												0	0																																			
800.5	578.5	0.201342282	0.469798658	0.469798658	0.165548098	0.469798658	0.469798658	0.165548098	0.469798658	0.469798658	0.173257961	1.04657174	0.872483221	0.067114094	0.057587496	0.292518304	0.872483221	0.067114094	0.003005891	13																																																												0	0																																			
