nr.,xpix.,ypix.,xmm,ymm,powierzchniamm,dlugoscmm,szerokoscmm,kat,obwodmm,obwod_c.mm,srednica_fereta_hmm,srednica_fereta_vmm,sredn._martinamm,sredn._sitowamm,srednia_jaskrawosc,r,g,b,y,liczenie_obiektow_w,udzial_punktow,pole_obrazu_mm2
54,1231.5,451.0,123.2,45.1,0.53,1.1,0.65507712,112.47,3.61421354,5.60268468,1.1,0.6,1.1,0.82147243,133.8,97.3,143.4,179.9,133.8,1,5.9,8.7
55,516.5,412.5,51.7,41.2,1.04,1.5,0.91911097,88.66,4.53137083,7.70981389,1.5,0.7,1.5,1.15072548,171.8,130.7,186.8,202.1,171.8,2,10.3,10.2
56,576.5,372.0,57.7,37.2,0.28,0.60289612,0.6,81.91,1.76568542,3.77901508,0.5,0.5,0.6,0.59708213,147.6,112.0,159.0,182.3,147.6,1,4.7,6.0
57,526.5,622.0,52.7,62.2,0.72,1.1001235,0.8,163.6,3.73137083,6.00670374,1.0,0.8,1.1,0.95746147,156.7,114.4,170.3,197.3,156.7,2,8.6,8.7
58,255.0,238.0,25.5,23.8,0.5,0.98759508,0.61925969,84.49,2.50710677,5.11461707,0.9,0.5,1.0,0.79788456,161.8,119.5,176.1,198.4,161.7,2,6.8,7.8
59,354.5,728.0,35.5,72.8,1.39,1.46627445,1.10504475,144.97,5.75563489,8.11794356,1.3,1.2,1.5,1.33033942,174.0,136.4,187.4,203.6,174.0,2,11.4,11.9
60,802.0,252.0,80.2,25.2,0.4,0.74265566,0.62988162,22.96,2.30710677,4.31923364,0.7,0.5,0.7,0.71364965,145.2,106.3,157.5,184.7,145.3,2,6.1,6.8
61,1014.5,606.5,101.5,60.7,0.51,0.8756937,0.7,51.64,2.87279218,4.96558592,0.7,0.7,0.9,0.80582391,151.1,110.7,163.6,193.0,151.2,2,6.5,7.8
62,852.5,196.0,85.2,19.6,1.1,1.63957233,0.84875622,117.8,6.46274166,8.01598721,1.7,0.9,1.6,1.18345405,150.7,108.3,163.8,194.4,150.7,1,10.3,10.5
63,592.0,282.0,59.2,28.2,1.16,1.3842062,1.0,36.65,5.77989895,7.53891082,1.3,1.1,1.4,1.21530156,172.3,133.9,186.2,201.7,172.4,1,9.8,11.6
64,684.0,863.0,68.4,86.3,1.49,1.5,1.36741858,156.65,5.15563489,9.01307642,1.4,1.1,1.5,1.37736231,178.9,136.4,194.7,209.0,178.9,3,13.0,12.2
65,644.0,710.5,64.4,71.0,0.6,0.9,0.85878906,101.19,2.84852812,5.52615723,0.8,0.7,0.9,0.87403874,169.2,124.9,185.6,201.0,169.2,2,7.1,8.7
66,566.0,240.0,56.6,24.0,1.34,2.12038479,0.93752642,44.97,5.17989895,9.96956632,1.8,1.0,2.1,1.30619332,152.3,110.8,165.4,193.8,152.3,2,11.0,12.2
67,1139.0,473.5,113.9,47.4,1.59,2.1,1.0,43.77,6.28700572,10.04798821,2.1,1.0,2.1,1.42283199,156.7,113.9,170.0,200.4,156.7,2,12.2,13.3
68,323.0,230.0,32.3,23.0,0.23,0.6,0.40689349,70.63,1.56568542,3.19240377,0.5,0.4,0.6,0.54115164,132.8,102.1,143.3,159.8,132.8,1,3.8,5.8
69,439.0,388.0,43.9,38.8,0.16,0.52752967,0.36321127,90.75,1.73137083,2.82220361,0.5,0.3,0.5,0.45135167,124.2,94.4,134.4,150.7,124.3,1,3.1,4.8
70,269.0,711.5,26.9,71.2,0.2,0.55940318,0.39116848,102.84,1.44852812,3.00974001,0.4,0.4,0.6,0.5046265,128.6,96.6,139.0,159.8,128.7,1,3.3,5.5
71,172.0,813.0,17.2,81.3,0.52,1.3,0.6,119.14,3.55563489,6.17335602,1.2,0.6,1.3,0.81368579,136.6,98.6,147.6,179.4,136.6,1,5.2,9.6
72,1224.5,395.5,122.5,39.6,1.14,1.7112339,0.85159636,72.96,5.29705623,8.2794729,1.5,0.9,1.7,1.20477927,155.0,112.1,167.8,202.0,155.0,4,11.4,10.7
73,1268.0,559.5,126.8,56.0,0.49,1.07569971,0.6,24.13,3.29705623,5.37097314,1.1,0.6,1.1,0.78986542,131.4,93.2,141.2,182.0,131.5,1,6.8,7.0
74,771.0,442.0,77.1,44.2,0.22,0.6,0.5,68.48,2.13137083,3.4628956,0.5,0.4,0.6,0.52925674,133.7,102.9,142.6,168.1,133.7,1,3.8,5.8
75,346.5,604.5,34.6,60.5,0.39,0.72352405,0.58447013,84.49,2.24852812,4.1208036,0.7,0.5,0.7,0.70467256,136.7,107.6,147.7,156.6,136.7,1,5.5,6.8
76,1208.0,662.0,120.8,66.2,0.32,0.7,0.52510486,108.72,2.24852812,3.86841528,0.6,0.6,0.7,0.63830765,138.3,101.7,147.5,187.2,138.3,1,4.7,6.8
77,328.0,652.0,32.8,65.2,0.22,0.6,0.42318096,91.01,1.93137083,3.23846205,0.6,0.4,0.6,0.52925674,134.2,102.4,144.2,166.4,134.2,1,3.5,6.2
78,1152.0,538.5,115.2,53.9,1.69,2.1,1.23706646,46.17,7.22842708,10.65970727,2.1,1.2,2.1,1.46689292,149.7,105.6,162.7,199.2,149.8,2,10.7,15.6
79,1161.0,802.0,116.1,80.2,0.22,0.7,0.48047962,130.35,2.27279218,3.7407173,0.5,0.5,0.7,0.52925674,125.1,91.0,133.5,171.5,125.1,1,3.4,6.2
80,484.0,518.0,48.4,51.8,1.16,1.6069252,0.9,26.73,4.89705625,8.03309714,1.3,1.1,1.6,1.21530156,170.7,125.8,187.2,203.9,170.7,4,12.2,10.9
81,675.0,442.5,67.5,44.2,1.54,2.0,1.06128139,11.66,6.09705625,9.84473777,2.0,1.0,2.0,1.40028172,154.1,112.7,167.9,191.9,154.2,2,12.1,12.5
82,976.0,914.5,97.6,91.5,0.92,1.71066532,0.7,34.97,4.86274166,7.90994503,1.7,0.7,1.7,1.08230328,136.2,98.0,146.2,184.8,136.2,3,8.4,11.2
83,289.5,311.5,29.0,31.2,2.95,5.7,0.8,149.39,19.08528122,23.44369196,5.8,0.8,5.7,1.93805486,131.8,95.7,142.9,169.1,131.8,1,7.8,37.2
84,713.0,416.0,71.3,41.6,0.22,0.53295312,0.44098558,94.59,1.64852812,3.06654316,0.5,0.4,0.5,0.52925674,131.4,97.0,142.0,167.3,131.4,1,3.6,5.8
85,326.5,774.5,32.6,77.5,0.1,0.4275013,0.30036123,45.0,1.04852812,2.30412345,0.3,0.3,0.4,0.35682482,116.8,89.8,123.4,154.1,116.9,1,1.4,5.8
86,1269.5,923.5,127.0,92.4,0.18,0.44867296,0.43360868,77.51,1.44852812,2.77197153,0.4,0.4,0.4,0.47873074,121.9,88.8,127.7,178.2,121.8,1,2.6,5.7
87,669.5,382.5,67.0,38.2,0.36,0.7,0.6,116.68,2.55563489,4.09011421,0.7,0.6,0.7,0.6770275,151.6,114.2,163.9,186.8,151.6,1,4.9,7.3
88,412.0,802.5,41.2,80.2,0.57,0.9807539,0.71360512,174.47,2.98994948,5.35611949,0.9,0.7,1.0,0.85190759,150.4,110.6,162.8,190.4,150.4,6,7.9,8.7
89,1208.0,682.5,120.8,68.2,0.28,0.6,0.57121534,45.0,2.04852812,3.68003716,0.5,0.5,0.6,0.59708213,139.5,102.5,149.2,186.1,139.5,1,4.2,6.5
90,1201.5,933.0,120.2,93.3,0.19,0.55195007,0.5,127.95,2.33137083,3.30681389,0.5,0.4,0.6,0.49184908,119.5,85.8,127.6,167.3,119.6,1,2.5,7.6
91,1200.0,588.0,120.0,58.8,0.57,1.23003511,0.59946394,69.98,3.29705623,5.91954468,1.2,0.6,1.2,0.85190759,132.6,94.5,142.4,182.3,132.6,1,6.4,9.0
92,638.5,659.0,63.9,65.9,0.61,0.87766695,0.83569412,179.4,2.64852812,5.38349015,0.8,0.7,0.9,0.8812923,158.2,116.5,173.3,190.1,158.2,2,7.3,8.1
93,1072.0,101.0,107.2,10.1,2.34,2.05135174,1.4,100.98,6.6384776,10.93950357,1.9,1.3,2.1,1.72608822,162.2,116.6,176.5,208.2,162.2,4,17.8,13.6
94,1254.5,12.5,125.5,1.2,0.71,1.0,0.9,33.57,3.95563489,5.97316043,0.9,0.9,1.0,0.95078919,162.8,122.9,176.1,199.6,162.9,1,9.7,7.2
95,666.0,488.5,66.6,48.9,1.23,1.63327198,0.9,168.77,5.09705625,8.12610151,1.6,0.9,1.6,1.25143303,167.5,124.3,183.0,201.6,167.5,3,11.5,11.2
96,501.0,502.5,50.1,50.2,1.47,2.26946373,0.8,7.54,5.95563489,10.20393454,2.2,0.8,2.3,1.36808703,156.6,113.3,171.1,195.4,156.6,2,14.3,12.3
97,1144.5,763.5,114.5,76.4,0.85,1.25866823,0.9,177.56,4.61421354,6.82854232,1.2,0.9,1.3,1.04031419,149.5,106.3,162.3,197.0,149.5,3,12.7,9.6
98,1069.0,383.0,106.9,38.3,1.94,2.50312157,1.3,153.15,7.88700572,12.24870669,2.3,1.3,2.5,1.57165032,152.2,108.5,165.6,198.1,152.2,2,12.6,15.1
99,103.0,635.5,10.3,63.6,1.72,2.2,1.0,47.92,6.76984843,10.40974761,2.2,1.1,2.2,1.4798554,145.1,106.2,157.2,185.4,145.2,2,12.1,14.1
100,16.5,294.0,1.7,29.4,1.42,2.2,0.9,116.6,6.97989895,10.17203439,2.2,0.8,2.2,1.34461896,150.8,114.4,162.0,187.9,150.7,1,13.4,10.6
101,131.5,601.0,13.2,60.1,1.6,1.84024944,1.21361551,45.68,6.73553385,9.69525586,1.6,1.4,1.8,1.42729929,162.0,120.1,176.7,195.6,162.0,1,13.2,11.9
102,1264.0,361.0,126.4,36.1,0.55,1.04518833,0.6316267,73.91,2.64852812,5.34828881,0.9,0.6,1.0,0.83682839,145.7,104.0,157.3,195.0,145.7,2,6.5,8.4
103,1097.0,127.5,109.7,12.8,0.65,1.1,0.83168573,177.31,3.67279218,6.09787641,1.1,0.7,1.1,0.90972837,149.7,107.5,162.3,194.8,149.6,2,7.5,8.7
104,7.5,763.5,0.8,76.4,0.52,1.38027611,0.58839374,169.8,3.30710677,6.4375697,1.3,0.4,1.4,0.81368579,147.5,101.5,158.1,213.7,147.5,1,9.9,5.2
105,1123.0,30.5,112.3,3.1,0.98,1.20108461,1.1,14.85,5.06274166,7.23255854,1.1,1.1,1.2,1.11703839,178.2,138.3,193.0,206.5,178.2,4,10.6,9.9
106,1030.5,717.0,103.1,71.7,1.44,2.01701622,0.83932037,10.95,5.81421354,9.35905299,1.9,0.9,2.0,1.354055,149.4,105.3,163.0,195.6,149.4,2,12.5,12.4
107,190.0,953.5,19.0,95.4,0.24,0.93480644,0.35478616,87.09,2.78994946,4.25899902,0.8,0.3,0.9,0.55279064,144.4,107.5,153.4,195.1,144.4,1,6.2,3.9
